Ticker,Name,Sector,Industry,Price,P_Target,Prob_Up %,Analyst_recomm,Buy_percent,Sell_percent,Analysts_number
WEN,Wendy's Company (The),Consumer Cyclical,Restaurants,21.41,25.36,18.45,buy,50.0,4.55,22
ALTG,Alta Equipment Group Inc.,Industrials,Rental & Leasing Services,16.33,24.75,51.56,buy,100.0,0.0,4
FANH,Fanhua Inc.,Financial Services,Insurance Brokers,7.55,10.0,32.45,hold,100.0,0.0,2
TBIO,"Telesis Bio, Inc.",Healthcare,Medical Devices,1.62,5.0,208.64,buy,100.0,0.0,2
WSBC,"WesBanco, Inc.",Financial Services,Banks—Regional,24.74,30.14,21.83,hold,28.57,0.0,7
CIB,BanColombia S.A.,Financial Services,Banks—Regional,26.28,36.09,37.33,hold,8.33,41.67,12
KRKR,36Kr Holdings Inc.,Communication Services,Internet Content & Information,0.9,1.75,94.44,strong_buy,100.0,0.0,2
FNWB,First Northwest Bancorp,Financial Services,Banks—Regional,10.98,13.5,22.95,hold,50.0,0.0,2
CWAN,"Clearwater Analytics Holdings, ",Technology,Software—Application,15.77,18.28,15.92,buy,58.33,8.33,12
USEG,U.S. Energy Corp.,Energy,Oil & Gas E&P,1.38,3.1,124.64,buy,100.0,0.0,2
BLK,"BlackRock, Inc.",Financial Services,Asset Management,680.45,760.29,11.73,buy,80.0,0.0,15
RUN,Sunrun Inc.,Technology,Solar,17.21,34.27,99.13,buy,85.71,0.0,7
EDR,"Endeavor Group Holdings, Inc.",Communication Services,Entertainment,22.23,32.82,47.64,buy,41.67,8.33,12
WWE,"World Wrestling Entertainment, ",Communication Services,Entertainment,100.81,112.44,11.54,buy,46.15,0.0,13
ATBPF,ANTIBE THERAPEUTICS INC,Healthcare,Biotechnology,0.36,5.0,1288.89,none,100.0,0.0,1
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,289.91,318.45,9.84,buy,69.7,0.0,33
GPMT,Granite Point Mortgage Trust In,Real Estate,REIT—Mortgage,5.18,7.0,35.14,buy,60.0,0.0,5
BNO.AX,BIONOMICS FPO,Healthcare,Biotechnology,0.02,23.0,114900.0,buy,100.0,0.0,3
OCI.AS,OCI N.V.,Basic Materials,Specialty Chemicals,22.35,33.67,50.65,buy,100.0,0.0,6
OUKPF,METSO OYJ,Industrials,Farm & Heavy Construction Machinery,10.88,12.6,15.81,buy,0.0,100.0,1
INTZ,Intrusion Inc.,Technology,Software—Infrastructure,1.22,3.0,145.9,hold,33.33,0.0,3
9783.T,BENESSE HOLDINGS INC,Consumer Defensive,Education & Training Services,1825.5,2020.0,10.65,hold,16.67,0.0,6
TEDU,"Tarena International, Inc.",Consumer Defensive,Education & Training Services,2.88,7.99,177.43,buy,66.67,0.0,9
LINK.OL,LINK MOBILITY GROUP HOLDING,Communication Services,Telecom Services,10.5,15.17,44.48,hold,100.0,0.0,3
VWE,"Vintage Wine Estates, Inc.",Consumer Defensive,Beverages—Wineries & Distilleries,0.97,1.67,72.16,hold,0.0,100.0,1
BXB.AX,BRAMB LTD FPO,Industrials,Specialty Business Services,14.05,14.54,3.49,buy,25.0,12.5,8
AOMR,"Angel Oak Mortgage REIT, Inc.",Real Estate,REIT—Mortgage,7.74,8.5,9.82,hold,16.67,16.67,6
AUD,Audacy,Communication Services,Broadcasting,0.09,0.0,-100.0,buy,25.0,50.0,4
CCHWF,COLUMBIA CARE INC,Healthcare,Drug Manufacturers—Specialty & Generic,0.48,1.25,160.42,buy,80.0,0.0,5
4082.T,DAIICHI KIGENSO KAGAKU-KOGYO CO,Basic Materials,Specialty Chemicals,958.0,1540.0,60.75,buy,100.0,0.0,4
5331.T,NORITAKE COMPANY LIMITED,Industrials,Conglomerates,5350.0,6300.0,17.76,buy,0.0,0.0,1
PMT,PennyMac Mortgage Investment Tr,Real Estate,REIT—Mortgage,12.78,13.94,9.08,hold,33.33,16.67,6
ITOS,"iTeos Therapeutics, Inc.",Healthcare,Biotechnology,13.73,42.25,207.72,buy,100.0,0.0,5
3288.T,OPEN HOUSE GROUP CO LTD,Real Estate,Real Estate—Diversified,5433.0,6688.3,23.11,buy,100.0,0.0,3
DBI,Designer Brands Inc.,Consumer Cyclical,Footwear & Accessories,9.52,9.33,-2.0,hold,0.0,0.0,5
4967.T,KOBAYASHI PHARMACEUTICALS,Consumer Defensive,Household & Personal Products,8048.0,9102.2,13.1,hold,0.0,40.0,5
ADEN.SW,ADECCO N,Industrials,Staffing & Employment Services,28.8,38.78,34.65,hold,0.0,0.0,1
AYI,"Acuity Brands, Inc.",Industrials,Electrical Equipment & Parts,160.28,182.71,13.99,hold,43.75,6.25,16
SW.PA,SODEXO,Industrials,Specialty Business Services,102.4,106.6,4.1,buy,48.0,20.0,25
BRFH,Barfresh Food Group Inc.,Consumer Defensive,Beverages—Non-Alcoholic,1.31,4.75,262.6,buy,100.0,0.0,2
8217.T,OKUWA CO LTD,Consumer Cyclical,Department Stores,864.0,850.0,-1.62,none,0.0,0.0,1
CAMP,CalAmp Corp.,Technology,Communication Equipment,1.71,5.44,218.13,buy,44.44,11.11,9
CAPR,"Capricor Therapeutics, Inc.",Healthcare,Biotechnology,5.05,15.0,197.03,buy,100.0,0.0,1
INDB,Independent Bank Corp.,Financial Services,Banks—Regional,45.41,66.5,46.44,hold,0.0,20.0,5
GLW,Corning Incorporated,Technology,Electronic Components,33.86,37.64,11.16,buy,37.5,12.5,16
DLTH,Duluth Holdings Inc.,Consumer Cyclical,Apparel Retail,6.12,7.0,14.38,buy,33.33,0.0,6
CLW,Clearwater Paper Corporation,Basic Materials,Paper & Paper Products,29.4,42.0,42.86,buy,66.67,0.0,6
KIE.L,KIER GROUP PLC ORD 1P,Industrials,Engineering & Construction,77.0,150.0,94.81,strong_buy,87.5,12.5,8
TLIS,Talis Biomedical Corporation,Healthcare,Medical Devices,0.49,0.35,-28.57,underperform,0.0,100.0,1
IKT,"Inhibikase Therapeutics, Inc.",Healthcare,Biotechnology,0.67,5.0,646.27,buy,50.0,0.0,2
GNUS,"Genius Brands International, In",Communication Services,Entertainment,3.24,10.0,208.64,buy,100.0,0.0,2
UMBF,UMB Financial Corporation,Financial Services,Banks—Regional,57.4,73.0,27.18,hold,28.57,0.0,7
2651.T,LAWSON INC,Consumer Defensive,Discount Stores,6385.0,6025.0,-5.64,hold,0.0,16.67,12
REJL-B.ST,Rejlers AB ser. B,Industrials,Consulting Services,135.0,191.67,41.98,buy,100.0,0.0,1
FWD.AX,FLEETWOOD FPO,Industrials,Engineering & Construction,2.28,2.44,7.02,strong_buy,100.0,0.0,1
OCGN,"Ocugen, Inc.",Healthcare,Biotechnology,0.53,3.9,635.85,buy,100.0,0.0,6
BBN.AX,BABY B FPO,Consumer Cyclical,Specialty Retail,1.21,1.87,54.55,hold,60.0,0.0,5
CNU.AX,CHORUS FPO NZX,Communication Services,Telecom Services,7.71,3.48,-54.86,sell,0.0,100.0,1
FSLR,"First Solar, Inc.",Technology,Solar,184.52,225.86,22.4,buy,52.94,0.0,17
8242.T,H2O RETAILING CORP,Consumer Cyclical,Department Stores,1493.0,1516.7,1.59,buy,50.0,0.0,4
EQIX,"Equinix, Inc.",Real Estate,REIT—Specialty,746.11,820.15,9.92,buy,84.0,0.0,25
NLTX,"Neoleukin Therapeutics, Inc.",Healthcare,Biotechnology,0.77,1.5,94.81,hold,0.0,0.0,2
RYAN,"Ryan Specialty Holdings, Inc.",Financial Services,Insurance—Specialty,43.14,47.56,10.25,buy,72.73,9.09,11
WLKP,Westlake Chemical Partners LP,Basic Materials,Chemicals,21.64,41.33,90.99,hold,100.0,0.0,2
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,42.91,50.07,16.69,buy,60.0,2.86,35
OTLK,"Outlook Therapeutics, Inc.",Healthcare,Biotechnology,1.75,6.71,283.43,buy,100.0,0.0,7
NL,"NL Industries, Inc.",Industrials,Security & Protection Services,5.54,6.0,8.3,underperform,0.0,100.0,1
AACG,ATA Creativity Global,Consumer Defensive,Education & Training Services,1.36,10.0,635.29,strong_buy,100.0,0.0,2
TAALA.HE,Taaleri Oyj,Financial Services,Asset Management,9.28,10.75,15.84,none,100.0,0.0,1
EVLV,"Evolv Technologies Holdings, In",Industrials,Security & Protection Services,5.94,5.85,-1.52,buy,100.0,0.0,4
STNG,Scorpio Tankers Inc.,Energy,Oil & Gas Midstream,44.06,73.01,65.71,strong_buy,93.33,0.0,15
SIVBQ,SVB Financial Group,Financial Services,Banks—Regional,0.4,312.5,78025.0,buy,66.67,0.0,3
HSX.L,HISCOX LTD ORD 6.5P (DI),Financial Services,Insurance—Property & Casualty,1066.0,12.18,-98.86,buy,18.75,18.75,16
WOR,"Worthington Industries, Inc.",Industrials,Metal Fabrication,60.7,60.0,-1.15,hold,0.0,0.0,3
DIN,"Dine Brands Global, Inc. Common",Consumer Cyclical,Restaurants,57.58,81.5,41.54,buy,40.0,0.0,5
SOLAR-B.CO,Solar B A/S,Technology,Electronics & Computer Distribution,502.0,910.0,81.27,buy,66.67,0.0,3
8593.T,MITSUBISHI HC CAPITAL INC,Financial Services,Credit Services,844.9,975.0,15.4,buy,50.0,0.0,6
NARI,"Inari Medical, Inc.",Healthcare,Medical Devices,58.5,88.75,51.71,buy,87.5,0.0,8
IFRX,InflaRx N.V.,Healthcare,Biotechnology,4.57,11.47,150.98,strong_buy,100.0,0.0,3
DVAX,Dynavax Technologies Corporatio,Healthcare,Drug Manufacturers—Specialty & Generic,12.98,22.8,75.65,buy,100.0,0.0,6
PLX,"Protalix BioTherapeutics, Inc. ",Healthcare,Biotechnology,2.24,16.0,614.29,buy,100.0,0.0,2
NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,32.07,46.08,43.69,buy,0.0,16.67,6
SANA,"Sana Biotechnology, Inc.",Healthcare,Biotechnology,5.71,10.0,75.13,buy,40.0,0.0,5
BRSP,"BrightSpire Capital, Inc.",Real Estate,REIT—Diversified,6.41,8.5,32.61,buy,50.0,0.0,6
COLB,"Columbia Banking System, Inc.",Financial Services,Banks—Regional,20.48,27.25,33.06,buy,33.33,0.0,6
8934.T,SUN FRONTIER FUDOSAN CO LTD,Real Estate,Real Estate Services,1436.0,1690.0,17.69,buy,100.0,0.0,2
TMBR,"Timber Pharmaceuticals, Inc.",Healthcare,Biotechnology,2.06,11.0,433.98,buy,100.0,0.0,1
7459.T,MEDIPAL HOLDINGS CORP,Healthcare,Medical Distribution,2392.5,2147.5,-10.24,hold,25.0,25.0,4
GRCL,Gracell Biotechnologies Inc.,Healthcare,Biotechnology,4.22,12.86,204.74,buy,100.0,0.0,7
DLB,Dolby Laboratories,Industrials,Specialty Business Services,80.93,93.0,14.91,buy,71.43,0.0,7
SPWH,"Sportsman's Warehouse Holdings,",Consumer Cyclical,Specialty Retail,5.11,10.5,105.48,buy,55.56,0.0,9
NONG.OL,SPAREBANK 1 NORD-NORGE,Financial Services,Banks—Regional,93.7,110.0,17.4,buy,71.43,0.0,7
MNSB,"MainStreet Bancshares, Inc.",Financial Services,Banks—Regional,21.79,26.63,22.21,strong_buy,100.0,0.0,1
STER,Sterling Check Corp.,Technology,Software—Infrastructure,12.12,16.0,32.01,buy,50.0,0.0,10
1820.T,NISHIMATSU CONSTRUCTION CO,Industrials,Engineering & Construction,3455.0,4180.0,20.98,hold,66.67,0.0,3
LAKE,"Lakeland Industries, Inc.",Consumer Cyclical,Apparel Manufacturing,14.52,21.0,44.63,buy,100.0,0.0,3
ZIP,"ZipRecruiter, Inc.",Industrials,Staffing & Employment Services,16.65,20.25,21.62,buy,71.43,0.0,7
ATEA.OL,ATEA,Technology,Information Technology Services,156.4,155.17,-0.79,hold,62.5,12.5,8
6632.T,JVCKENWOOD CORPORATION,Consumer Cyclical,Auto Parts,505.0,600.0,18.81,buy,20.0,0.0,5
5741.T,UACJ CORPORATION,Basic Materials,Aluminum,2682.0,3120.0,16.33,buy,62.5,0.0,8
LATO-B.ST,"Latour, Investmentab. ser. B",Financial Services,Asset Management,205.9,261.0,26.76,buy,0.0,50.0,4
GRNG.ST,Gränges AB,Basic Materials,Aluminum,99.75,116.8,17.09,buy,50.0,50.0,4
DGL.NZ,Delegat Group Limited Ordinary ,Consumer Defensive,Beverages—Wineries & Distilleries,8.59,11.05,28.64,buy,0.0,0.0,3
ADM.L,ADMIRAL GROUP PLC ORD 0.1P,Financial Services,Insurance—Property & Casualty,2116.0,2162.0,2.17,hold,11.76,41.18,17
WSR,Whitestone REIT,Real Estate,REIT—Retail,9.38,11.3,20.47,buy,42.86,14.29,7
LOB,"Live Oak Bancshares, Inc.",Financial Services,Banks—Regional,25.06,26.0,3.75,hold,66.67,0.0,3
CPINV.BR,CARE PROPERTY INVEST,Real Estate,REIT—Healthcare Facilities,12.7,17.9,40.94,buy,0.0,0.0,1
LINC,Lincoln Educational Services Co,Consumer Defensive,Education & Training Services,6.25,7.5,20.0,buy,100.0,0.0,1
3549.T,KUSURI NO AOKI HOLDINGS CO LTD,Healthcare,Pharmaceutical Retailers,8000.0,7575.0,-5.31,buy,75.0,0.0,4
RYAM,Rayonier Advanced Materials Inc,Basic Materials,Chemicals,4.15,5.7,37.35,hold,100.0,0.0,5
FMX,Fomento Economico Mexicano S.A.,Consumer Defensive,Beverages—Brewers,108.11,112.9,4.43,buy,83.33,0.0,12
SKM,"SK Telecom Co., Ltd.",Communication Services,Telecom Services,19.77,29.6,49.72,none,100.0,0.0,2
GPW.WA,GPW,Financial Services,Financial Data & Stock Exchanges,38.04,37.32,-1.89,hold,66.67,16.67,6
OSK,Oshkosh Corporation (Holding Co,Industrials,Farm & Heavy Construction Machinery,80.83,90.76,12.29,hold,52.94,0.0,17
PRIO3.SA,PETRORIO    ON      NM,Energy,Oil & Gas E&P,38.21,51.22,34.05,buy,50.0,50.0,2
ASGN,ASGN Incorporated,Technology,Information Technology Services,70.32,77.71,10.51,hold,85.71,0.0,7
D,"Dominion Energy, Inc.",Utilities,Utilities—Regulated Electric,51.82,60.69,17.12,hold,22.22,0.0,18
1719.T,HAZAMA ANDO CORP,Industrials,Engineering & Construction,1046.0,940.0,-10.13,hold,100.0,0.0,3
TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction,31.85,34.75,9.11,buy,61.54,0.0,13
WT,"WisdomTree, Inc.",Financial Services,Asset Management,6.82,7.7,12.9,buy,37.5,12.5,8
OMER,Omeros Corporation,Healthcare,Biotechnology,5.49,15.25,177.78,hold,85.71,0.0,7
LEVI,Levi Strauss & Co,Consumer Cyclical,Apparel Manufacturing,14.41,18.55,28.73,buy,50.0,0.0,12
FMNB,Farmers National Banc Corp.,Financial Services,Banks—Regional,12.38,12.67,2.34,hold,0.0,0.0,3
BSAC,Banco Santander - Chile,Financial Services,Banks—Regional,18.35,19.51,6.32,hold,11.11,22.22,9
COF,Capital One Financial Corporati,Financial Services,Credit Services,106.6,109.93,3.12,hold,54.17,8.33,24
3179.T,SYUPPIN CO LIMITED,Consumer Cyclical,Internet Retail,1122.0,1286.7,14.68,buy,0.0,0.0,1
DMRC,Digimarc Corporation,Technology,Information Technology Services,28.09,25.0,-11.0,hold,85.71,0.0,7
IDW,IDW Media Holdings,Communication Services,Publishing,0.43,2.0,365.12,buy,100.0,0.0,2
BEDU,Bright Scholar Education Holdin,Consumer Defensive,Education & Training Services,1.37,3.07,124.09,underperform,80.0,0.0,5
SPRB,"Spruce Biosciences, Inc.",Healthcare,Biotechnology,2.32,7.5,223.28,buy,85.71,0.0,7
PNFP,"Pinnacle Financial Partners, In",Financial Services,Banks—Regional,54.12,69.88,29.12,buy,44.44,0.0,9
W,Wayfair Inc.,Consumer Cyclical,Internet Retail,57.34,49.17,-14.25,hold,60.87,0.0,23
SAP,SAP  SE,Technology,Software—Application,133.47,150.04,12.41,buy,64.52,9.68,31
BLX.AX,BEACON LTG FPO,Consumer Cyclical,Specialty Retail,1.49,2.14,43.62,buy,66.67,33.33,3
RXDX,"Prometheus Biosciences, Inc.",Healthcare,Biotechnology,199.92,190.0,-4.96,buy,100.0,0.0,4
PJT,PJT Partners Inc.,Financial Services,Capital Markets,70.48,79.8,13.22,buy,100.0,0.0,2
CCLD,"CareCloud, Inc.",Healthcare,Health Information Services,3.16,9.2,191.14,buy,100.0,0.0,6
SVEG.OL,SPAREBANKEN VEST,Financial Services,Banks—Regional,100.2,114.67,14.44,buy,80.0,0.0,5
VLN,Valens Semiconductor Ltd.,Technology,Semiconductors,2.41,6.0,148.96,strong_buy,100.0,0.0,5
ADT,ADT Inc.,Industrials,Security & Protection Services,5.86,9.6,63.82,buy,83.33,0.0,6
ACCO,Acco Brands Corporation,Industrials,Business Equipment & Supplies,4.98,10.0,100.8,buy,60.0,0.0,5
NKSH,"National Bankshares, Inc.",Financial Services,Banks—Regional,31.76,36.25,14.14,buy,0.0,0.0,1
5947.T,RINNAI CORP,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3019.0,3793.7,25.66,buy,10.0,30.0,10
BWAY,Brainsway Ltd.,Healthcare,Medical Devices,2.3,8.5,269.57,buy,100.0,0.0,4
ALRM,"Alarm.com Holdings, Inc.",Technology,Software—Application,48.5,65.43,34.91,buy,58.33,0.0,12
BNR,Burning Rock Biotech Limited,Healthcare,Diagnostics & Research,2.22,5.54,149.55,buy,100.0,0.0,3
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,87.81,92.33,5.15,hold,65.22,0.0,23
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,46.93,55.5,18.26,hold,14.29,28.57,7
REVG,"REV Group, Inc.",Industrials,Farm & Heavy Construction Machinery,12.87,13.92,8.16,hold,66.67,0.0,9
5344.T,MARUWA CO LTD,Technology,Electronic Components,20370.0,22300.0,9.47,buy,33.33,0.0,3
CIEL3.SA,CIELO       ON  EJ  NM,Technology,Software—Infrastructure,4.63,6.53,41.04,buy,33.33,16.67,18
PDFS,"PDF Solutions, Inc.",Technology,Software—Application,43.63,45.38,4.01,buy,75.0,0.0,4
DMS,"Digital Media Solutions, Inc.",Communication Services,Advertising Agencies,0.34,1.92,464.71,buy,50.0,0.0,4
NK.PA,IMERYS,Basic Materials,Building Materials,33.74,53.4,58.27,buy,37.5,12.5,8
RKLB,"Rocket Lab USA, Inc.",Industrials,Aerospace & Defense,5.54,8.94,61.37,buy,77.78,0.0,9
8424.T,FUYO GENERAL LEASE CO LTD,Industrials,Rental & Leasing Services,11200.0,10800.0,-3.57,hold,100.0,0.0,2
EGO,Eldorado Gold Corporation,Basic Materials,Gold,9.85,12.74,29.34,hold,21.43,21.43,14
EXP.AX,EXPERNCECO FPO,Consumer Cyclical,Leisure,0.23,0.38,65.22,strong_buy,100.0,0.0,2
DNOW,NOW Inc.,Energy,Oil & Gas Equipment & Services,10.37,13.5,30.18,buy,25.0,0.0,12
MSCI,MSCI Inc,Financial Services,Financial Data & Stock Exchanges,465.15,544.07,16.97,buy,40.0,0.0,10
RRR,"Red Rock Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,44.32,52.3,18.01,buy,90.0,0.0,10
VRSN,"VeriSign, Inc.",Technology,Software—Infrastructure,221.33,239.7,8.3,buy,0.0,25.0,4
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,141.13,162.82,15.37,buy,33.33,0.0,18
TLK,"PT Telekomunikasi Indonesia, Tb",Communication Services,Telecom Services,26.31,31.24,18.74,strong_buy,0.0,0.0,1
BNL,"Broadstone Net Lease, Inc.",Real Estate,REIT—Diversified,15.2,21.0,38.16,hold,25.0,0.0,4
HT,Hersha Hospitality Trust,Real Estate,REIT—Hotel & Motel,5.69,8.93,56.94,buy,30.0,10.0,10
GLP,Global Partners LP Global Partn,Energy,Oil & Gas Midstream,29.82,40.0,34.14,buy,14.29,14.29,7
ALLT,Allot Ltd.,Technology,Software—Infrastructure,3.17,5.33,68.14,buy,0.0,50.0,4
TMHC,Taylor Morrison Home Corporatio,Consumer Cyclical,Residential Construction,47.13,47.2,0.15,hold,16.67,0.0,12
9503.T,KANSAI ELECTRIC POWER CO INC,Utilities,Utilities—Renewable,1816.0,2184.0,20.26,buy,37.5,12.5,8
SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal,7.83,11.0,40.49,buy,50.0,0.0,2
ASC,Ardmore Shipping Corporation,Industrials,Marine Shipping,12.58,20.0,58.98,strong_buy,91.67,0.0,12
ZUMZ,Zumiez Inc.,Consumer Cyclical,Apparel Retail,16.87,15.5,-8.12,hold,40.0,0.0,5
SFIX,"Stitch Fix, Inc.",Consumer Cyclical,Apparel Retail,3.69,4.49,21.68,hold,50.0,0.0,6
GLPI,"Gaming and Leisure Properties, ",Real Estate,REIT—Specialty,47.22,56.82,20.33,buy,36.36,9.09,11
KRG,Kite Realty Group Trust,Real Estate,REIT—Retail,20.7,24.9,20.29,buy,58.33,0.0,12
EYEN,"Eyenovia, Inc.",Healthcare,Biotechnology,2.37,13.5,469.62,strong_buy,100.0,0.0,2
THRM,Gentherm Inc,Consumer Cyclical,Auto Parts,55.37,76.25,37.71,buy,55.56,0.0,9
MTEM,"Molecular Templates, Inc.",Healthcare,Biotechnology,0.45,2.5,455.56,strong_buy,100.0,0.0,1
KORI.PA,KORIAN SE,Healthcare,Medical Care Facilities,7.36,12.0,63.04,buy,66.67,0.0,12
WAL,Western Alliance Bancorporation,Financial Services,Banks—Regional,35.06,57.45,63.86,buy,90.0,0.0,10
LITM,Snow Lake Resources Ltd.,Basic Materials,Other Industrial Metals & Mining,2.44,11.25,361.07,buy,100.0,0.0,1
XPRO,Expro Group Holdings N.V.,Energy,Oil & Gas Equipment & Services,15.94,25.0,56.84,hold,40.0,0.0,5
YSG,Yatsen Holding Limited,Consumer Defensive,Household & Personal Products,0.99,1.24,25.25,buy,60.0,0.0,5
KALA,"Kala Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers—Specialty & Generic,14.71,32.0,117.54,strong_buy,100.0,0.0,4
MCHX,"Marchex, Inc.",Communication Services,Advertising Agencies,2.17,3.25,49.77,buy,0.0,0.0,2
WFC,Wells Fargo & Company,Financial Services,Banks—Diversified,40.61,48.79,20.14,buy,38.71,12.9,31
MAR,Marriott International,Consumer Cyclical,Lodging,171.45,188.58,9.99,hold,52.0,4.0,25
CALC,CALCIMEDICA INC,Healthcare,Biotechnology,3.31,15.5,368.28,strong_buy,100.0,0.0,1
IRM,Iron Mountain Incorporated (Del,Real Estate,REIT—Specialty,53.97,57.71,6.93,buy,50.0,16.67,6
KKR,KKR & Co. Inc.,Financial Services,Asset Management,53.59,66.26,23.64,buy,71.43,0.0,14
STRA,"Strategic Education, Inc.",Consumer Defensive,Education & Training Services,70.0,98.25,40.36,buy,33.33,0.0,3
4661.T,ORIENTAL LAND CO,Consumer Cyclical,Leisure,5280.0,5059.1,-4.18,buy,53.85,23.08,13
7476.T,AS ONE CORPORATION,Healthcare,Medical Distribution,5695.0,9190.0,61.37,strong_buy,50.0,50.0,2
HUBB,Hubbell Inc,Industrials,Electrical Equipment & Parts,317.07,287.71,-9.26,hold,28.57,0.0,7
TEF,Telefonica SA,Communication Services,Telecom Services,3.92,5.27,34.44,strong_buy,100.0,0.0,1
ALC,Alcon Inc.,Healthcare,Medical Instruments & Supplies,80.5,91.27,13.38,buy,64.71,0.0,17
CRI.PA,CHARGEURS,Consumer Cyclical,Textile Manufacturing,11.2,22.6,101.79,strong_buy,75.0,25.0,4
AVAL,Grupo Aval Acciones y Valores S,Financial Services,Banks—Regional,2.35,3.65,55.32,hold,50.0,16.67,6
IRE.MI,IREN,Utilities,Utilities—Diversified,1.73,2.4,38.73,buy,50.0,0.0,6
HOTH,"Hoth Therapeutics, Inc.",Healthcare,Biotechnology,3.09,9.5,207.44,buy,100.0,0.0,2
1979.T,TAIKISHA LTD,Industrials,Building Products & Equipment,3970.0,3900.0,-1.76,hold,0.0,0.0,6
ENA.WA,ENEA,Utilities,Utilities—Regulated Electric,6.49,12.07,85.98,strong_buy,22.22,44.44,9
PCT,"PureCycle Technologies, Inc.",Industrials,Pollution & Treatment Controls,9.25,12.42,34.27,buy,100.0,0.0,7
5406.T,KOBE STEEL,Basic Materials,Steel,1291.5,1251.7,-3.08,buy,33.33,0.0,12
6323.T,RORZE CORP,Technology,Semiconductor Equipment & Materials,11500.0,12400.0,7.83,buy,66.67,0.0,3
AZUL4.SA,AZUL        PN  ATZ N2,Industrials,Airlines,21.24,23.29,9.65,buy,100.0,0.0,4
FRC,FIRST REPUBLIC BANK,Financial Services,Banks—Regional,3.51,37.67,973.22,hold,40.91,0.0,22
6668.T,ADTEC PLASMA TECHNOLOGY CO LTD,Industrials,Electrical Equipment & Parts,1406.0,2050.0,45.8,buy,100.0,0.0,1
CNS,Cohen & Steers Inc,Financial Services,Asset Management,55.41,68.0,22.72,buy,40.0,20.0,5
PNR,Pentair plc.,Industrials,Specialty Industrial Machinery,60.12,63.62,5.82,buy,23.53,17.65,17
SMTC,Semtech Corporation,Technology,Semiconductors,24.12,38.8,60.86,buy,80.0,0.0,5
CLBK,"Columbia Financial, Inc.",Financial Services,Banks—Regional,17.41,20.5,17.75,hold,100.0,0.0,1
6506.T,YASKAWA ELECTRIC CORP,Industrials,Electrical Equipment & Parts,6469.0,6069.5,-6.18,hold,41.18,5.88,17
SRRK,Scholar Rock Holding Corporatio,Healthcare,Biotechnology,8.98,23.14,157.68,buy,100.0,0.0,4
FRG,"Franchise Group, Inc.",Consumer Cyclical,Specialty Retail,28.8,31.25,8.51,buy,50.0,0.0,4
EPIX,ESSA Pharma Inc.,Healthcare,Biotechnology,2.8,19.4,592.86,none,100.0,0.0,1
FMBH,"First Mid Bancshares, Inc.",Financial Services,Banks—Regional,25.33,32.0,26.33,buy,33.33,0.0,3
OB,Outbrain Inc.,Communication Services,Internet Content & Information,4.95,5.5,11.11,hold,50.0,0.0,6
HASI,Hannon Armstrong Sustainable In,Real Estate,REIT—Specialty,23.74,40.0,68.49,buy,83.33,0.0,6
STG.CO,Scandinavian Tobacco Group A/S,Consumer Defensive,Tobacco,114.1,136.25,19.41,hold,42.86,14.29,7
SEEL,"Seelos Therapeutics, Inc.",Healthcare,Biotechnology,1.16,3.25,180.17,strong_buy,100.0,0.0,4
AMWL,American Well Corporation,Healthcare,Health Information Services,2.12,3.32,56.6,hold,20.0,0.0,15
PYCR,"Paycor HCM, Inc.",Technology,Software—Application,22.46,30.8,37.13,buy,47.06,0.0,17
IMNM,"Immunome, Inc.",Healthcare,Biotechnology,5.57,8.0,43.63,buy,100.0,0.0,2
CCC.WA,CCC,Consumer Cyclical,Apparel Retail,40.63,45.87,12.9,hold,42.86,14.29,14
5463.T,MARUICHI STEEL TUBE,Basic Materials,Steel,3208.0,3466.7,8.06,hold,0.0,0.0,3
6136.T,OSG CORP,Industrials,Tools & Accessories,1994.5,2234.0,12.01,buy,66.67,0.0,6
