Ticker,Name,Sector,Industry,Price,Div_Yield,PE,Ind_PE,PEG,Ind_PEG,PB,Ind_PB,EV_EBITDA,Ind_EV_EBITDA,EV_Sales,Ind_EV_Sales,Debt_EBITDA,Ind_Debt_EBITDA,Beta,Short_Perc_Float
ARE,Alexandria Real Estate Equities,Real Estate,REIT—Office,119.42,4.15,30.31,-11.92,-3.17,-16.06,1.09,0.8,21.98,14.28,13.14,7.38,7.46,8.54,0.93,2.27
AKR,Acadia Realty Trust,Real Estate,REIT—Retail,15.61,4.79,141.91,37.98,38.85,-8.65,0.89,2.46,25.7,18.33,12.65,11.66,12.46,7.04,1.51,4.38
PFE,"Pfizer, Inc.",Healthcare,Drug Manufacturers—General,36.44,4.53,10.56,14.76,-0.7,4.72,2.04,12.54,5.44,14.98,2.38,5.88,0.89,2.1,0.55,1.05
ACM,AECOM,Industrials,Engineering & Construction,88.7,0.83,20.21,18.24,1.67,4.2,4.74,3.78,15.44,15.1,1.04,1.32,3.25,2.45,1.3,1.43
KAMN,Kaman Corporation,Industrials,Aerospace & Defense,24.57,3.26,27.0,21.23,5.28,3.57,1.01,3.47,11.8,16.41,1.74,2.75,5.8,2.87,1.03,3.02
DLB,Dolby Laboratories,Industrials,Specialty Business Services,90.06,1.2,23.39,18.53,1.6,2.02,3.67,3.53,21.25,16.99,6.05,3.51,0.13,3.78,0.98,1.5
CNMD,CONMED Corporation,Healthcare,Medical Devices,132.97,0.6,30.71,23.38,1.42,1.68,5.4,4.97,34.55,21.29,4.66,4.93,7.19,3.13,1.4,17.99
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,93.51,1.8,20.42,15.71,1.33,0.89,5.87,3.64,15.99,15.3,2.07,2.25,3.32,4.5,0.95,1.65
H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,120.68,0.5,33.06,22.63,14.99,5.72,3.46,139.59,17.32,15.62,4.36,8.24,3.92,3.25,1.37,9.44
GLOP,GasLog Partners LP,Energy,Oil & Gas Midstream,5.35,0.46,2.92,10.28,-0.36,1.35,0.41,5.9,5.26,8.52,3.62,3.75,3.5,3.58,2.38,0.71
RS,Reliance Steel & Aluminum Co.,Basic Materials,Steel,285.07,1.4,14.96,13.94,-2.94,0.19,2.28,1.55,6.8,5.95,1.05,0.71,0.54,1.56,0.91,2.17
MRTN,"Marten Transport, Ltd.",Industrials,Trucking,21.47,1.13,15.34,14.64,1.78,11.42,2.42,2.9,6.77,7.53,1.29,1.62,0.0,0.95,0.88,3.09
TPX,"Tempur Sealy International, Inc",Consumer Cyclical,"Furnishings, Fixtures & Appliances",46.17,0.97,14.75,10.34,1.01,1.11,228.56,22.36,14.93,9.35,2.31,0.88,4.56,4.04,1.71,8.54
EQH,"Equitable Holdings, Inc.",Financial Services,Insurance—Diversified,28.47,3.12,4.41,7.4,0.28,0.66,4.66,2.12,4.72,6.5,0.99,1.04,1.99,1.76,1.41,1.06
EQIX,"Equinix, Inc.",Real Estate,REIT—Specialty,812.73,1.71,78.15,30.83,4.78,62.8,6.32,6.83,35.25,18.91,12.94,9.08,6.64,6.43,0.64,2.12
BGSF,"BGSF, Inc.",Industrials,Staffing & Employment Services,10.33,5.93,7.08,15.08,-0.9,0.28,1.34,8.79,8.53,10.52,0.58,1.79,3.34,1.05,1.76,0.32
UNM,Unum Group,Financial Services,Insurance—Life,48.19,2.79,6.18,8.18,0.78,0.71,1.03,1.84,5.43,52.82,0.94,1.67,1.67,40.86,1.06,1.38
HUBB,Hubbell Inc,Industrials,Electrical Equipment & Parts,337.32,1.33,23.41,15.74,2.44,-2.69,7.31,5.09,20.08,12.8,3.78,2.0,1.63,2.25,1.0,1.88
BSET,"Bassett Furniture Industries, I",Consumer Cyclical,"Furnishings, Fixtures & Appliances",16.73,4.4,9.19,10.34,0.99,1.11,0.76,22.36,6.61,9.35,0.4,0.88,4.13,4.04,1.59,1.17
ICE,Intercontinental Exchange Inc.,Financial Services,Financial Data & Stock Exchanges,115.66,1.45,19.09,23.83,3.53,1.16,2.79,6.85,17.99,23.04,11.12,9.04,4.07,3.21,0.94,0.89
SB,"Safe Bulkers, Inc",Industrials,Marine Shipping,3.25,6.15,2.98,5.57,0.27,-2.91,0.48,0.76,3.18,4.45,2.06,2.3,1.91,2.51,0.87,3.24
LNC,Lincoln National Corporation,Financial Services,Insurance—Life,27.2,6.83,3.43,8.18,0.49,0.71,0.8,1.84,-2.0,52.82,0.33,1.67,-2.57,40.86,1.79,5.43
OLP,"One Liberty Properties, Inc.",Real Estate,REIT—Diversified,20.82,8.72,26.02,9.62,3.66,0.82,1.36,1.62,15.4,16.66,9.19,10.83,7.58,7.2,1.34,0.83
WTRG,"Essential Utilities, Inc.",Utilities,Utilities—Regulated Water,41.5,2.81,20.54,27.77,4.07,5.39,1.99,3.14,17.71,18.84,7.59,7.75,6.82,4.8,0.76,1.38
KTB,"Kontoor Brands, Inc.",Consumer Cyclical,Apparel Manufacturing,40.76,4.85,8.28,10.19,2.88,1.86,7.62,2.79,7.8,9.8,1.17,1.24,2.29,2.86,1.17,6.53
PAA,"Plains All American Pipeline, L",Energy,Oil & Gas Midstream,14.64,7.31,10.1,10.28,5.56,1.35,1.29,5.9,9.26,8.52,0.41,3.75,3.28,3.58,1.66,3.41
SNA,Snap-On Incorporated,Industrials,Tools & Accessories,294.31,2.2,15.68,17.55,3.58,3.31,3.38,4.56,11.75,16.37,3.25,2.67,0.93,2.66,1.12,4.32
RSG,"Republic Services, Inc.",Industrials,Waste Management,149.47,1.32,25.51,29.62,3.18,2.05,4.77,5.43,14.81,15.77,4.21,4.36,3.06,3.74,0.67,0.96
KMT,Kennametal Inc.,Industrials,Tools & Accessories,29.5,2.71,16.03,17.55,4.51,3.31,1.86,4.56,8.88,16.37,1.46,2.67,2.06,2.66,1.89,9.19
PAX,Patria Investments Limited,Financial Services,Asset Management,15.7,5.9,9.29,12.37,0.42,1.86,4.29,3.49,15.02,13.34,7.0,3.11,0.11,2.9,0.5,8.56
NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,54.58,1.28,17.33,15.74,2.53,-2.69,3.24,5.09,15.05,12.8,3.35,2.0,1.77,2.25,1.32,1.27
BRX,Brixmor Property Group Inc.,Real Estate,REIT—Retail,23.01,4.62,25.57,37.98,-2.73,-8.65,2.39,2.46,15.01,18.33,9.56,11.66,6.38,7.04,1.56,2.39
SEIC,SEI Investments Company,Financial Services,Asset Management,63.91,1.37,16.02,12.37,1.47,1.86,4.23,3.49,18.47,13.34,4.08,3.11,0.07,2.9,1.03,1.32
GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,87.42,1.08,27.23,19.72,2.72,2.23,7.41,4.77,21.63,15.78,6.64,3.15,0.22,2.33,0.81,1.23
LNT,Alliant Energy Corporation,Utilities,Utilities—Regulated Electric,53.71,3.4,17.38,16.83,2.63,1.98,2.13,1.91,14.42,12.76,5.28,4.19,5.85,5.63,0.54,1.95
EXR,Extra Space Storage Inc,Real Estate,REIT—Industrial,148.96,2.59,23.17,108.81,4.26,-10.63,6.18,3.07,20.89,23.49,14.46,14.66,5.4,5.99,0.57,12.56
BHE,"Benchmark Electronics, Inc.",Technology,Electronic Components,27.0,2.48,10.42,16.85,0.58,1.71,0.93,3.21,8.69,11.76,0.43,2.6,3.53,1.7,1.1,1.84
PNW,Pinnacle West Capital Corporati,Utilities,Utilities—Regulated Electric,82.42,4.2,17.06,16.83,3.28,1.98,1.54,1.91,11.75,12.76,4.28,4.19,5.98,5.63,0.46,2.52
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,470.59,1.1,22.61,24.25,3.28,336.9,24.08,9.66,14.88,16.28,6.38,4.95,1.33,1.65,1.34,1.61
ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,37.47,0.8,3.65,8.79,0.14,-0.58,1.34,2.99,2.11,3.81,1.8,2.6,0.69,0.65,2.65,12.0
NFE,New Fortress Energy Inc.,Utilities,Utilities—Regulated Gas,28.74,1.39,4.77,14.79,0.05,2.96,4.53,1.98,10.86,17.02,4.68,3.14,5.4,8.25,1.56,10.48
ABM,ABM Industries Incorporated,Industrials,Specialty Business Services,43.7,2.08,11.29,18.53,3.31,2.02,1.62,3.53,9.42,16.99,0.54,3.51,3.36,3.78,1.05,1.71
GFF,Griffon Corporation,Industrials,Conglomerates,41.76,1.19,11.08,13.14,0.53,0.56,4.73,3.54,7.87,11.46,1.31,1.7,3.57,3.48,1.56,2.56
VST,Vistra Corp.,Utilities,Utilities—Independent Power Producers,27.33,3.12,9.33,15.11,0.15,-0.36,3.23,4.25,10.52,-1.84,1.63,1.53,5.59,-1.27,1.0,2.72
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,141.78,0.89,19.86,24.25,1.59,336.9,8.43,9.66,14.71,16.28,4.59,4.95,0.74,1.65,1.58,1.57
FRT,Federal Realty Investment Trust,Real Estate,REIT—Retail,102.47,4.31,35.95,37.98,5.38,-8.65,3.02,2.46,19.3,18.33,11.88,11.66,6.72,7.04,1.24,4.29
EPRT,Essential Properties Realty Tru,Real Estate,REIT—Diversified,25.35,4.59,19.65,9.62,0.73,0.82,1.44,1.62,18.87,16.66,16.74,10.83,5.41,7.2,1.26,3.18
BLMN,"Bloomin' Brands, Inc.",Consumer Cyclical,Restaurants,28.45,3.43,9.27,16.3,0.79,1.3,7.78,6.64,8.24,14.35,0.98,2.33,3.9,4.66,1.91,19.8
MTX,Minerals Technologies Inc.,Basic Materials,Specialty Chemicals,55.91,0.37,9.43,15.71,1.88,0.89,1.12,3.64,7.78,15.3,1.24,2.25,3.1,4.5,1.29,0.65
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,26.5,7.94,9.5,8.79,-0.98,-0.58,1.59,2.99,3.0,3.81,2.3,2.6,0.37,0.65,0.27,5.34
RGA,"Reinsurance Group of America, I",Financial Services,Insurance—Reinsurance,142.37,2.25,7.86,7.86,0.05,0.05,1.24,1.24,9.4,9.4,0.63,0.63,4.0,4.0,0.88,0.74
EVRG,"Evergy, Inc.",Utilities,Utilities—Regulated Electric,59.78,4.16,15.1,16.83,6.07,1.98,1.45,1.91,11.29,12.76,4.35,4.19,5.39,5.63,0.49,0.95
PECO,"Phillips Edison & Company, Inc.",Real Estate,REIT—Retail,34.85,3.21,79.2,37.98,8.55,-8.65,1.85,2.46,17.37,18.33,10.97,11.66,5.33,7.04,0.27,8.75
MET,"MetLife, Inc.",Financial Services,Insurance—Life,60.26,3.45,6.56,8.18,0.83,0.71,1.44,1.84,27.76,52.82,1.67,1.67,23.16,40.86,1.08,1.82
BWA,BorgWarner Inc.,Consumer Cyclical,Auto Parts,45.93,1.49,8.99,12.02,0.71,0.86,1.45,2.6,6.43,9.9,0.89,1.45,1.99,2.66,1.42,3.12
THO,"Thor Industries, Inc.",Consumer Cyclical,Recreational Vehicles,111.45,1.66,15.41,11.01,0.11,0.57,1.53,2.86,6.69,8.06,0.59,1.07,1.6,2.74,1.84,11.11
KSS,Kohl's Corporation,Consumer Cyclical,Department Stores,25.71,7.78,8.84,8.53,-0.59,-0.32,0.76,2.76,9.83,6.22,0.6,0.54,7.46,3.7,1.76,24.5
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,98.32,2.54,21.28,19.03,37.08,8.25,8.29,6.89,11.02,10.65,0.58,1.15,1.9,2.62,0.78,15.32
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,232.52,0.67,10.55,15.71,-23.16,0.89,2.96,3.64,8.16,15.3,3.41,2.25,0.92,4.5,1.56,7.32
IPG,"Interpublic Group of Companies,",Communication Services,Advertising Agencies,37.66,3.03,12.11,8.06,2.09,0.75,4.08,2.59,10.28,7.69,1.86,1.28,2.64,4.09,1.12,4.28
CNO,"CNO Financial Group, Inc.",Financial Services,Insurance—Life,25.07,2.41,8.19,8.18,0.91,0.71,1.42,1.84,7.83,52.82,1.66,1.67,5.09,40.86,1.15,2.93
ED,"Consolidated Edison, Inc.",Utilities,Utilities—Regulated Electric,93.49,3.52,17.88,16.83,3.1,1.98,1.55,1.91,10.32,12.76,3.34,4.19,4.29,5.63,0.36,2.31
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,37.01,1.68,10.43,13.13,0.38,0.34,3.97,3.21,9.17,10.91,1.87,2.2,2.03,1.98,2.17,2.9
DBI,Designer Brands Inc.,Consumer Cyclical,Footwear & Accessories,9.59,2.08,6.44,10.27,0.52,1.18,1.43,3.77,7.69,12.35,0.57,1.21,5.18,4.22,2.18,20.7
LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,77.43,1.24,16.4,16.35,5.16,2.2,3.85,4.83,6.97,13.06,1.79,2.4,0.46,2.04,1.7,4.2
PAG,"Penske Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,179.65,1.42,11.62,10.33,18.43,3.56,2.87,3.48,12.16,8.29,0.69,0.58,4.4,4.24,1.25,18.49
CPA,"Copa Holdings, S.A. Copa Holdin",Industrials,Airlines,119.97,2.79,7.09,7.73,0.24,0.23,2.95,2.98,6.56,7.71,1.61,1.11,2.13,3.54,1.3,7.38
ASH,Ashland Inc.,Basic Materials,Specialty Chemicals,91.18,1.71,14.83,15.71,1.84,0.89,1.47,3.64,10.73,15.3,2.37,2.25,2.74,4.5,0.98,1.78
BTU,Peabody Energy Corporation,Energy,Thermal Coal,21.62,0.36,7.78,5.57,-0.18,-0.34,0.9,1.16,1.19,1.83,0.45,0.72,0.16,0.3,1.08,14.82
HRI,Herc Holdings Inc.,Industrials,Rental & Leasing Services,144.69,1.78,9.76,12.05,1.14,0.53,3.83,6.77,11.58,10.61,2.77,4.38,5.7,5.01,2.54,2.57
EXPI,"eXp World Holdings, Inc.",Real Estate,Real Estate Services,22.33,0.82,85.88,31.51,19.9,-3.28,13.6,3.52,332.05,66.9,0.73,3.44,0.09,6.62,2.71,23.3
GBLI,"Global Indemnity Group, LLC",Financial Services,Insurance—Property & Casualty,31.5,3.17,8.4,13.32,1.53,-6.63,0.69,2.28,10.14,8.69,0.62,1.62,0.37,-0.38,0.43,0.18
ETN,"Eaton Corporation, PLC",Industrials,Specialty Industrial Machinery,209.81,1.64,22.42,19.72,2.37,2.23,4.79,4.77,22.33,15.78,4.33,3.15,2.23,2.33,1.12,1.16
FELE,"Franklin Electric Co., Inc.",Industrials,Specialty Industrial Machinery,106.15,0.84,23.03,19.72,1.79,2.23,4.48,4.77,16.13,15.78,2.49,3.15,1.0,2.33,0.98,1.03
D,"Dominion Energy, Inc.",Utilities,Utilities—Regulated Electric,51.97,5.23,14.08,16.83,1.5,1.98,1.63,1.91,10.85,12.76,5.02,4.19,5.76,5.63,0.46,0.57
EQT,EQT Corporation,Energy,Oil & Gas E&P,39.87,1.51,8.82,8.79,0.62,-0.58,1.19,2.99,2.2,3.81,1.57,2.6,0.68,0.65,1.21,10.19
LH,Laboratory Corporation of Ameri,Healthcare,Diagnostics & Research,217.11,1.35,13.24,19.18,-215.14,-40.81,1.86,3.54,10.88,16.11,1.7,4.42,2.74,2.69,1.07,2.2
ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,93.27,2.82,9.86,12.02,0.42,0.86,3.05,2.6,9.65,9.9,1.05,1.45,2.34,2.66,1.7,1.94
AES,The AES Corporation,Utilities,Utilities—Diversified,22.1,3.07,11.51,16.27,1.76,2.76,9.71,2.62,11.87,12.36,3.17,3.38,7.17,5.32,0.94,3.18
LSI,"Life Storage, Inc.",Real Estate,REIT—Industrial,133.1,2.59,27.0,108.81,6.0,-10.63,3.17,3.07,22.75,23.49,14.22,14.66,5.04,5.99,0.64,1.73
ADP,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,237.33,2.14,26.61,15.08,2.11,0.28,26.57,8.79,20.11,10.52,5.55,1.79,0.7,1.05,0.82,1.2
LMNR,Limoneira Co,Consumer Defensive,Farm Products,15.23,1.98,58.58,18.42,-7.38,-6.29,1.47,1.26,-252.47,-30.37,1.8,0.83,-36.16,-3.31,0.61,4.23
ACN,Accenture plc,Technology,Information Technology Services,318.8,1.4,25.54,14.98,3.22,2.2,7.94,5.12,18.18,12.69,3.1,2.17,0.29,2.8,1.23,1.1
MFIN,Medallion Financial Corp.,Financial Services,Credit Services,8.19,3.96,5.18,14.11,0.3,5.01,0.6,16.12,17.28,16.29,9.29,8.18,16.26,5.94,2.03,6.66
IP,International Paper Company,Consumer Cyclical,Packaging & Containers,31.56,5.9,14.61,12.57,0.72,0.67,1.31,4.07,5.79,9.66,0.79,1.43,2.19,3.59,1.03,3.09
ILPT,Industrial Logistics Properties,Real Estate,REIT—Industrial,4.11,1.03,-2.6,108.81,-4.1,-10.63,0.36,3.07,16.87,23.49,11.61,14.66,14.42,5.99,1.34,3.22
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,50.62,8.93,7.96,8.79,-2.98,-0.58,2.97,2.99,3.61,3.81,2.07,2.6,0.65,0.65,2.34,2.38
PRGS,Progress Software Corporation,Technology,Software—Application,58.01,1.21,12.45,20.59,6.94,17.8,6.01,5.7,14.44,20.89,4.93,5.68,3.67,2.75,0.92,7.73
ADC,Agree Realty Corporation,Real Estate,REIT—Retail,66.14,4.41,37.16,37.98,18.62,-8.65,1.33,2.46,20.75,18.33,18.29,11.66,5.1,7.04,0.47,3.55
KARO,Karooooo Ltd.,Technology,Software—Application,24.4,5.98,15.25,20.59,289.05,17.8,0.28,5.7,-0.01,20.89,-0.0,5.68,0.14,2.75,1.25,0.42
RRC,Range Resources Corporation,Energy,Oil & Gas E&P,29.82,1.07,9.38,8.79,-4.73,-0.58,2.1,2.99,2.67,3.81,1.35,2.6,0.58,0.65,2.13,7.83
LTC,"LTC Properties, Inc.",Real Estate,REIT—Healthcare Facilities,34.85,6.67,18.64,43.56,-1.99,0.17,1.72,1.52,17.18,17.53,13.06,10.25,6.62,7.57,0.94,3.8
K,Kellogg Company,Consumer Defensive,Packaged Foods,67.18,3.51,15.7,18.32,4.95,3.98,5.68,4.46,15.72,15.9,1.95,2.17,3.85,3.59,0.42,3.8
NS,Nustar Energy L.P.,Energy,Oil & Gas Midstream,17.31,9.23,11.17,10.28,0.11,1.35,10.92,5.9,8.53,8.52,3.74,3.75,4.26,3.58,1.79,2.2
XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery,111.46,1.18,31.13,19.72,1.91,2.23,5.63,4.77,22.68,15.78,3.73,3.15,2.08,2.33,1.08,2.09
O,Realty Income Corporation,Real Estate,REIT—Retail,61.73,5.04,42.87,37.98,2.01,-8.65,1.42,2.46,19.52,18.33,17.36,11.66,6.29,7.04,0.79,2.31
CQP,"Cheniere Energy Partners, LP Ch",Energy,Oil & Gas Midstream,49.56,8.31,12.0,10.28,1.89,1.35,91.95,5.9,6.6,8.52,2.28,3.75,2.82,3.58,0.82,3.02
SHW,Sherwin-Williams Company (The),Basic Materials,Specialty Chemicals,268.01,0.9,26.72,15.71,5.1,0.89,21.72,3.64,21.83,15.3,3.61,2.25,3.48,4.5,1.1,1.15
GMRE,Global Medical REIT Inc.,Real Estate,REIT—Healthcare Facilities,9.96,8.55,99.6,43.56,18.22,0.17,1.21,1.52,14.92,17.53,9.86,10.25,7.42,7.57,1.1,2.31
COP,ConocoPhillips,Energy,Oil & Gas E&P,109.48,2.24,10.74,8.79,-1.18,-0.58,2.77,2.99,4.22,3.81,1.78,2.6,0.51,0.65,1.31,0.72
LFUS,"Littelfuse, Inc.",Technology,Electronic Components,304.61,0.79,20.5,16.85,2.18,1.71,3.27,3.21,13.24,11.76,3.28,2.6,1.71,1.7,1.29,0.84
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,454.26,0.57,24.28,17.7,1.49,3.67,3.93,4.34,19.35,12.43,5.7,3.47,3.15,1.71,0.91,1.13
HY,"Hyster-Yale Materials Handling,",Industrials,Farm & Heavy Construction Machinery,48.25,2.74,11.35,12.47,0.85,0.91,3.24,2.82,22.32,11.82,0.35,1.24,9.37,2.95,1.36,3.16
NWL,Newell Brands Inc.,Consumer Defensive,Household & Personal Products,10.06,2.78,8.45,21.16,-1.74,3.8,1.25,595.61,11.22,19.15,1.16,2.73,6.96,5.2,0.94,11.63
TECH,Bio-Techne Corp,Healthcare,Biotechnology,83.88,0.38,34.95,21.42,3.9,2.55,6.98,4.66,39.28,29.33,12.03,10.88,1.38,3.7,1.22,2.27
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",30.11,6.11,16.73,10.34,3.48,1.11,2.4,22.36,10.01,9.35,1.2,0.88,3.91,4.04,1.3,8.23
WT,"WisdomTree, Inc.",Financial Services,Asset Management,7.41,1.64,17.64,12.37,9.86,1.86,3.35,3.49,21.44,13.34,4.16,3.11,5.65,2.9,1.39,6.33
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,442.28,1.69,18.04,21.23,10.31,3.57,4.44,3.47,10.87,16.41,2.19,2.75,2.22,2.87,0.51,0.81
RRX,Regal Rexnord Corporation,Industrials,Specialty Industrial Machinery,154.95,0.94,11.81,19.72,1.15,2.23,1.6,4.77,16.33,15.78,3.15,3.15,7.51,2.33,1.08,2.22
WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,Lodging,74.95,1.85,17.51,22.63,2.09,5.72,6.88,139.59,14.15,15.62,6.17,8.24,3.54,3.25,1.38,3.25
FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,260.26,1.94,12.05,19.03,3.13,8.25,2.53,6.89,9.24,10.65,1.09,1.15,3.63,2.62,1.35,2.23
AOS,A.O. Smith Corporation,Industrials,Specialty Industrial Machinery,76.64,1.57,20.6,19.72,2.74,2.23,6.44,4.77,15.49,15.78,3.04,3.15,0.51,2.33,1.29,3.31
PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,403.68,1.47,18.13,19.72,1.78,2.23,5.29,4.77,16.9,15.78,3.56,3.15,3.5,2.33,1.52,0.98
ENSG,"The Ensign Group, Inc.",Healthcare,Medical Care Facilities,92.3,0.25,17.92,21.06,1.27,2.27,3.88,4.7,18.08,16.59,2.08,2.4,5.21,3.98,1.0,9.4
DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,62.56,1.6,19.61,19.72,2.05,2.23,5.85,4.77,13.68,15.78,2.31,3.15,1.07,2.33,1.2,1.27
FBIN,"Fortune Brands Innovations, Inc",Industrials,Building Products & Equipment,73.3,1.25,17.09,16.35,-1.16,2.2,4.46,4.83,13.07,13.06,2.49,2.4,3.14,2.04,1.59,3.69
PATK,"Patrick Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",85.56,2.1,10.19,10.34,2.25,1.11,1.97,22.36,6.45,9.35,0.76,0.88,2.87,4.04,1.91,6.28
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,211.16,1.92,18.35,13.67,2.31,1.12,12.09,5.31,15.61,9.72,1.94,0.92,2.62,2.75,0.82,7.57
FNF,FNF Group of Fidelity National ,Financial Services,Insurance—Specialty,38.34,4.69,8.0,9.57,-0.95,1.23,1.69,1.33,7.28,9.96,1.03,2.6,2.67,2.69,1.37,1.76
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,39.56,2.8,21.04,18.32,6.46,3.98,2.81,4.46,16.49,15.9,1.98,2.17,2.24,3.59,0.19,3.51
INTU,Intuit Inc.,Technology,Software—Application,500.56,0.64,31.6,20.59,2.15,17.8,7.97,5.7,36.75,20.89,9.84,5.68,1.91,2.75,1.19,1.19
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers—General,62.06,3.68,7.64,14.76,2.22,4.72,4.1,12.54,8.17,14.98,3.49,5.88,2.01,2.1,0.42,0.86
STEP,StepStone Group Inc.,Financial Services,Asset Management,27.59,6.62,15.33,12.37,2.03,1.86,2.25,3.49,46.82,13.34,-40.05,3.11,3.8,2.9,1.42,1.43
GPK,Graphic Packaging Holding Compa,Consumer Cyclical,Packaging & Containers,24.04,1.65,8.04,12.57,0.51,0.67,3.2,4.07,7.41,9.66,1.34,1.43,3.19,3.59,0.97,5.64
CHD,"Church & Dwight Company, Inc.",Consumer Defensive,Household & Personal Products,98.27,1.11,29.16,21.16,4.06,3.8,6.54,595.61,21.72,19.15,4.8,2.73,2.13,5.2,0.48,1.7
WLKP,Westlake Chemical Partners LP,Basic Materials,Chemicals,22.4,8.42,11.09,8.88,4.22,1.05,1.48,1.4,3.01,7.61,0.93,1.18,0.83,3.34,0.96,0.19
SIG,Signet Jewelers Limited,Consumer Cyclical,Luxury Goods,72.88,1.26,7.28,8.19,1.1,0.84,2.09,2.56,4.96,6.27,0.6,1.06,1.42,1.54,2.12,40.94
IPAR,"Inter Parfums, Inc.",Consumer Defensive,Household & Personal Products,133.55,1.87,26.98,21.16,2.62,3.8,6.49,595.61,18.02,19.15,3.88,2.73,0.89,5.2,1.07,1.67
WLK,Westlake Corporation,Basic Materials,Specialty Chemicals,127.89,1.12,10.88,15.71,-1.06,0.89,1.59,3.64,5.57,15.3,1.32,2.25,1.54,4.5,1.27,8.4
EXPD,Expeditors International of Was,Industrials,Integrated Freight & Logistics,124.51,1.12,23.85,19.03,-1.23,8.25,6.04,6.89,9.88,10.65,1.12,1.15,0.31,2.62,0.99,8.05
ULH,"Universal Logistics Holdings, I",Industrials,Trucking,31.67,1.33,5.71,14.64,2.36,11.42,1.78,2.9,4.12,7.53,0.64,1.62,1.63,0.95,1.18,1.95
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers—General,137.68,4.33,12.46,14.76,-2.95,4.72,18.3,12.54,10.05,14.98,5.23,5.88,2.12,2.1,0.54,0.59
MAN,ManpowerGroup,Industrials,Staffing & Employment Services,88.85,3.37,11.99,15.08,7.29,0.28,1.79,8.79,7.3,10.52,0.26,1.79,1.95,1.05,1.66,4.16
RPT,RPT Realty,Real Estate,REIT—Retail,11.09,5.06,-277.25,37.98,38.85,-8.65,1.12,2.46,18.23,18.33,8.92,11.66,8.3,7.04,1.66,1.77
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers—General,158.74,2.99,14.34,14.76,3.66,4.72,5.82,12.54,13.26,14.98,4.59,5.88,1.59,2.1,0.54,0.5
MMC,"Marsh & McLennan Companies, Inc",Financial Services,Insurance Brokers,187.36,1.51,22.17,19.29,2.54,1.94,8.46,5.03,19.37,17.38,5.06,4.16,2.71,2.59,0.94,0.59
NNN,"NNN REIT, Inc.",Real Estate,REIT—Retail,43.55,5.26,22.11,37.98,2.28,-8.65,1.92,2.46,16.56,18.33,15.11,11.66,5.52,7.04,0.86,3.83
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,186.38,2.35,20.55,23.83,3.18,1.16,2.44,6.85,20.17,23.04,13.5,9.04,1.15,3.21,0.43,1.11
APA,APA Corporation,Energy,Oil & Gas E&P,38.03,2.64,6.41,8.79,-4.34,-0.58,26.43,2.99,3.01,3.81,1.81,2.6,0.97,0.65,3.51,3.4
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,56.19,1.09,16.24,12.72,1.86,-1.02,1.56,5.11,12.48,7.99,2.4,1.66,1.47,2.27,0.79,0.89
SAMG,Silvercrest Asset Management Gr,Financial Services,Asset Management,21.57,3.48,11.72,12.37,1.13,1.86,2.42,3.49,8.11,13.34,1.92,3.11,1.22,2.9,0.85,1.07
HVT,"Haverty Furniture Companies, In",Consumer Cyclical,Home Improvement Retail,34.28,3.56,8.34,14.22,0.65,6.04,1.88,445.9,5.27,9.5,0.63,1.5,1.8,1.83,1.35,9.82
